PDB ID,UniProt Accession,EC ID,Enzyme Name
6f9o,Q1QBB9,3.8.1.5,haloalkane dehalogenase
1mj5,D4Z2G1,3.8.1.5,haloalkane dehalogenase
1nzy,A5JTM5,3.8.1.7,4-chlorobenzoyl-CoA dehalogenase
4v1x,P72156,3.8.1.8,atrazine chlorohydrolase
4etn,P39155,3.9.1.2,protein arginine phosphatase
2hw4,Q9NRX4,3.9.1.3,phosphohistidine phosphatase
4mhx,P51688,3.10.1.1,N-sulfoglucosamine sulfohydrolase
1swv,O31156,3.11.1.1,phosphonoacetaldehyde hydrolase
1i24,O48917,3.13.1.1,UDP-sulfoquinovose synthase
2de3,P54997,3.13.1.3,2'-hydroxybiphenyl-2-sulfinate desulfinase
3teo,G0WXL9,3.13.1.5,carbon disulfide hydrolase
3vqj,H1AAP2,3.13.1.7,carbonyl sulfide hydrolase
3ond,Q9SP37,3.13.2.1,adenosylhomocysteinase
3ce6,P9WGV3,3.13.2.1,adenosylhomocysteinase
3x2f,O51933,3.13.2.1,adenosylhomocysteinase
2f4n,Q59045,3.13.2.3,(R)-S-adenosyl-L-methionine hydrolase (adenosine-forming)
2wr8,O58212,3.13.2.3,(R)-S-adenosyl-L-methionine hydrolase (adenosine-forming)
2cw5,Q5SLF5,3.13.2.3,(R)-S-adenosyl-L-methionine hydrolase (adenosine-forming)
5tma,P06672,4.1.1.1,pyruvate decarboxylase
5vg3,O34714,4.1.1.2,oxalate decarboxylase
4bt2,P23616,4.1.1.5,acetolactate decarboxylase
1q6z,P20906,4.1.1.7,benzoylformate decarboxylase
2ji7,P40149,4.1.1.8,oxalyl-CoA decarboxylase
2ygw,O95822,4.1.1.9,malonyl-CoA decarboxylase
2jis,Q9Y600,4.1.1.11,aspartate 1-decarboxylase
3f9t,Q60358,4.1.1.11,aspartate 1-decarboxylase
5ls7,P0A790,4.1.1.11,aspartate 1-decarboxylase
3oug,Q5NF56,4.1.1.11,aspartate 1-decarboxylase
1uhe,P56065,4.1.1.11,aspartate 1-decarboxylase
2zy4,Q93QX0,4.1.1.12,aspartate 4-decarboxylase
3hbx,Q42521,4.1.1.15,glutamate decarboxylase
2dgm,P69910,4.1.1.15,glutamate decarboxylase
5gjo,O50657,4.1.1.17,ornithine decarboxylase
4zgy,P11926,4.1.1.17,ornithine decarboxylase
1c4k,P43099,4.1.1.17,ornithine decarboxylase
7odc,P00860,4.1.1.17,ornithine decarboxylase
5gjo,O50657,4.1.1.18,lysine decarboxylase
3n75,P0A9H3,4.1.1.18,lysine decarboxylase
2vyc,P28629,4.1.1.19,arginine decarboxylase
1n2m,Q57764,4.1.1.19,arginine decarboxylase
3n2o,Q7MK24,4.1.1.19,arginine decarboxylase
5x7n,P09890,4.1.1.20,diaminopimelate decarboxylase
1knw,P00861,4.1.1.20,diaminopimelate decarboxylase
2yxx,Q9X1K5,4.1.1.20,diaminopimelate decarboxylase
3n2b,Q9KVL7,4.1.1.20,diaminopimelate decarboxylase
5c5d,Q73PV9,4.1.1.21,phosphoribosylaminoimidazole carboxylase
4e1o,P19113,4.1.1.22,histidine decarboxylase
1ibv,P00862,4.1.1.22,histidine decarboxylase
3ru6,Q9PIC1,4.1.1.23,orotidine-5'-phosphate decarboxylase
3w07,O26232,4.1.1.23,orotidine-5'-phosphate decarboxylase
1vqt,Q9WYG7,4.1.1.23,orotidine-5'-phosphate decarboxylase
3ldv,Q9KQT7,4.1.1.23,orotidine-5'-phosphate decarboxylase
3eww,P11172,4.1.1.23,orotidine-5'-phosphate decarboxylase
3f9t,Q60358,4.1.1.25,tyrosine decarboxylase
3k40,P05031,4.1.1.28,aromatic-L-amino-acid decarboxylase
2jis,Q9Y600,4.1.1.29,sulfinoalanine decarboxylase
1jqo,P04711,4.1.1.31,phosphoenolpyruvate carboxylase
4gmu,P07379,4.1.1.32,phosphoenolpyruvate carboxykinase (GTP)
5gmd,Q97UL5,4.1.1.33,diphosphomevalonate decarboxylase
3f0n,Q99JF5,4.1.1.33,diphosphomevalonate decarboxylase
4m55,Q8NBZ7,4.1.1.35,UDP-glucuronate decarboxylase
1u7z,P0ABQ0,4.1.1.36,phosphopantothenoylcysteine decarboxylase
4qji,A0QWT2,4.1.1.36,phosphopantothenoylcysteine decarboxylase
1mvl,Q9SWE5,4.1.1.36,phosphopantothenoylcysteine decarboxylase
2eja,O66667,4.1.1.37,uroporphyrinogen decarboxylase
1j93,Q42967,4.1.1.37,uroporphyrinogen decarboxylase
1svd,O85040,4.1.1.39,ribulose-bisphosphate carboxylase
5rub,P04718,4.1.1.39,ribulose-bisphosphate carboxylase
1gk8,P00877,4.1.1.39,ribulose-bisphosphate carboxylase
1wdd,P0C512,4.1.1.39,ribulose-bisphosphate carboxylase
2d69,O58677,4.1.1.39,ribulose-bisphosphate carboxylase
2vk8,P06169,4.1.1.43,phenylpyruvate decarboxylase
2pan,P0AEP7,4.1.1.47,tartronate-semialdehyde synthase
1pii,P00909,4.1.1.48,indole-3-glycerol-phosphate synthase
4fb7,P9WFX7,4.1.1.48,indole-3-glycerol-phosphate synthase
4a29,Q06121,4.1.1.48,indole-3-glycerol-phosphate synthase
1i4n,Q56319,4.1.1.48,indole-3-glycerol-phosphate synthase
6at4,P22259,4.1.1.49,phosphoenolpyruvate carboxykinase (ATP)
1j3b,Q5SLL5,4.1.1.49,phosphoenolpyruvate carboxykinase (ATP)
3ep6,P17707,4.1.1.50,adenosylmethionine decarboxylase
1mhm,Q04694,4.1.1.50,adenosylmethionine decarboxylase
2iii,O66615,4.1.1.50,adenosylmethionine decarboxylase
3iwc,Q9WZC3,4.1.1.50,adenosylmethionine decarboxylase
2z7b,Q988D0,4.1.1.51,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase"
1zod,P16932,4.1.1.64,"2,2-dialkylglycine decarboxylase (pyruvate)"
1gtt,P37352,4.1.1.68,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
6i2s,A0R2B1,4.1.1.71,2-oxoglutarate decarboxylase
2vk8,P06169,4.1.1.72,branched-chain-2-oxoacid decarboxylase
2nxw,P51852,4.1.1.74,indolepyruvate decarboxylase
1ovm,P23234,4.1.1.74,indolepyruvate decarboxylase
2vk8,P06169,4.1.1.74,indolepyruvate decarboxylase
3ixl,Q05115,4.1.1.76,arylmalonate decarboxylase
1lc5,P97084,4.1.1.81,threonine-phosphate decarboxylase
2y8n,Q38HX4,4.1.1.83,4-hydroxyphenylacetate decarboxylase
2y8n,Q38HX3,4.1.1.83,4-hydroxyphenylacetate decarboxylase
3kan,P30046,4.1.1.84,D-dopachrome decarboxylase
1q6o,P39304,4.1.1.85,3-dehydro-L-gulonate-6-phosphate decarboxylase
4ip2,Q9I6N5,4.1.1.93,pyrrole-2-carboxylate decarboxylase
2j66,Q2L4H3,4.1.1.95,L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
3n29,A8FNH9,4.1.1.96,carboxynorspermidine decarboxylase
2q37,Q9LVM5,4.1.1.97,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
2o70,A1L259,4.1.1.97,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
5m1e,P0AAB5,4.1.1.98,4-hydroxy-3-polyprenylbenzoate decarboxylase
2idb,P0AAB4,4.1.1.98,4-hydroxy-3-polyprenylbenzoate decarboxylase
4zac,Q03034,4.1.1.102,phenacrylate decarboxylase
4qro,Q12BV1,4.1.1.103,gamma-resorcylate decarboxylase
4obv,A7B1V0,4.1.1.105,L-tryptophan decarboxylase
4ch7,D3DFS4,4.1.1.111,siroheme decarboxylase
3noj,A5W059,4.1.1.112,oxaloacetate decarboxylase
3b8i,Q9HUU1,4.1.1.112,oxaloacetate decarboxylase
2c5q,P40011,4.1.1.112,oxaloacetate decarboxylase
1n7k,Q9Y948,4.1.2.4,deoxyribose-phosphate aldolase
1p1x,P0A6L0,4.1.2.4,deoxyribose-phosphate aldolase
1vcv,Q8ZXK7,4.1.2.4,deoxyribose-phosphate aldolase
3r12,Q9X1P5,4.1.2.4,deoxyribose-phosphate aldolase
1rd5,P42390,4.1.2.8,indole-3-glycerol-phosphate lyase
6cof,Q9LFT6,4.1.2.10,(R)-mandelonitrile lyase
1ju2,Q945K2,4.1.2.10,(R)-mandelonitrile lyase
5tle,P00883,4.1.2.13,fructose-bisphosphate aldolase
2iqt,P60053,4.1.2.13,fructose-bisphosphate aldolase
1w8s,P58315,4.1.2.13,fructose-bisphosphate aldolase
3pm6,P0CJ44,4.1.2.13,fructose-bisphosphate aldolase
3mbd,Q8SSM8,4.1.2.13,fructose-bisphosphate aldolase
2isw,A8B2U2,4.1.2.13,fructose-bisphosphate aldolase
3elf,P9WQA3,4.1.2.13,fructose-bisphosphate aldolase
3t2c,B1YAL1,4.1.2.13,fructose-bisphosphate aldolase
1wbh,P0A955,4.1.2.14,2-dehydro-3-deoxy-phosphogluconate aldolase
4uxd,Q6KZI8,4.1.2.14,2-dehydro-3-deoxy-phosphogluconate aldolase
1e4c,P0AB87,4.1.2.17,L-fuculose-phosphate aldolase
2v9l,P32169,4.1.2.19,rhamnulose-1-phosphate aldolase
2v82,Q6BF16,4.1.2.21,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
4uxd,Q6KZI8,4.1.2.21,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
2bmb,P53848,4.1.2.25,dihydroneopterin aldolase
2o90,P0AC16,4.1.2.25,dihydroneopterin aldolase
1nbu,P9WNC5,4.1.2.25,dihydroneopterin aldolase
2ogf,Q57851,4.1.2.25,dihydroneopterin aldolase
2i52,Q6L2J9,4.1.2.25,dihydroneopterin aldolase
2cg8,P59657,4.1.2.25,dihydroneopterin aldolase
4q6r,O95470,4.1.2.27,sphinganine-1-phosphate aldolase
4w8i,Q5X3A8,4.1.2.27,sphinganine-1-phosphate aldolase
3mc6,Q05567,4.1.2.27,sphinganine-1-phosphate aldolase
4oe7,P75682,4.1.2.28,2-dehydro-3-deoxy-D-pentonate aldolase
1gvf,P0AB74,4.1.2.40,tagatose-bisphosphate aldolase
5f4w,P63705,4.1.2.40,tagatose-bisphosphate aldolase
3ajx,Q9LBW4,4.1.2.43,3-hexulose-6-phosphate synthase
3c6x,P52704,4.1.2.47,(S)-hydroxynitrile lyase
4uqv,Q58992,4.1.2.49,L-allo-threonine aldolase
3wgc,O07051,4.1.2.49,L-allo-threonine aldolase
4ntk,P65870,4.1.2.50,6-carboxytetrahydropterin synthase
4uxd,Q6KZI8,4.1.2.51,2-dehydro-3-deoxy-D-gluconate aldolase
4oe7,P75682,4.1.2.51,2-dehydro-3-deoxy-D-gluconate aldolase
2vws,P76469,4.1.2.53,2-keto-3-deoxy-L-rhamnonate aldolase
1w3i,O54288,4.1.2.55,aldolase
1to3,Q9L7R9,4.1.2.57,sulfofructosephosphate aldolase
2j5i,O69762,4.1.2.61,feruloyl-CoA hydratase/lyase
1dqu,P28298,4.1.3.1,isocitrate lyase
3lbm,P0A6L4,4.1.3.3,N-acetylneuraminate lyase
1f6k,P44539,4.1.3.3,N-acetylneuraminate lyase
6arh,Q9BXD5,4.1.3.3,N-acetylneuraminate lyase
2cw6,P35914,4.1.3.4,hydroxymethylglutaryl-CoA lyase
1wbh,P0A955,4.1.3.16,4-hydroxy-2-oxoglutarate aldolase
3s5o,Q86XE5,4.1.3.16,4-hydroxy-2-oxoglutarate aldolase
3noj,A5W059,4.1.3.17,4-hydroxy-4-methyl-2-oxoglutarate aldolase
2c5q,P40011,4.1.3.17,4-hydroxy-4-methyl-2-oxoglutarate aldolase
4l9y,Q3J5L6,4.1.3.24,malyl-CoA lyase
4l80,S5N020,4.1.3.24,malyl-CoA lyase
4l9y,Q3J5L6,4.1.3.25,(S)-citramalyl-CoA lyase
4l80,S5N020,4.1.3.25,(S)-citramalyl-CoA lyase
1qdl,Q06128,4.1.3.27,anthranilate synthase
1i1q,P00898,4.1.3.27,anthranilate synthase
1i7q,P00897,4.1.3.27,anthranilate synthase
1i1q,P00905,4.1.3.27,anthranilate synthase
1qdl,Q06129,4.1.3.27,anthranilate synthase
1i7q,P00900,4.1.3.27,anthranilate synthase
1dqu,P28298,4.1.3.30,methylisocitrate lyase
1xg4,P77541,4.1.3.30,methylisocitrate lyase
4i42,P0ABU0,4.1.3.36,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
1i2k,P28305,4.1.3.38,aminodeoxychorismate lyase
4k6n,Q03266,4.1.3.38,aminodeoxychorismate lyase
1tt8,P26602,4.1.3.40,chorismate lyase
6djt,Q57705,4.1.3.44,tRNA 4-demethylwyosine synthase (AdoMet-dependent)
2ez2,P31013,4.1.99.2,tyrosine phenol-lyase
4u63,A9CJC9,4.1.99.3,deoxyribodipyrimidine photo-lyase
1dnp,P00914,4.1.99.3,deoxyribodipyrimidine photo-lyase
1tez,P05327,4.1.99.3,deoxyribodipyrimidine photo-lyase
2j07,P61497,4.1.99.3,deoxyribodipyrimidine photo-lyase
1k4i,Q8TG90,4.1.99.12,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
4i14,A5U2B7,4.1.99.12,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
1snn,Q60364,4.1.99.12,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
4dja,A9CH39,4.1.99.13,(6-4)DNA photolyase
5dz2,Q9X839,4.1.99.16,geosmin synthase
4n7q,O82392,4.1.99.17,phosphomethylpyrimidine synthase
1tv8,P65388,4.1.99.22,"GTP 3',8-cyclase"
3e59,Q9I1L5,4.1.99.24,L-tyrosine isonitrile synthase
5msa,O43570,4.2.1.1,carbonic anhydrase
3b1b,P20507,4.2.1.1,carbonic anhydrase
3ks3,P00918,4.2.1.1,carbonic anhydrase
3fw3,P22748,4.2.1.1,carbonic anhydrase
1ekj,P17067,4.2.1.1,carbonic anhydrase
3eyx,P53615,4.2.1.1,carbonic anhydrase
3kwd,Q8DKB5,4.2.1.1,carbonic anhydrase
2fgy,O85042,4.2.1.1,carbonic anhydrase
5swc,Q54735,4.2.1.1,carbonic anhydrase
4twl,A7MAQ2,4.2.1.1,carbonic anhydrase
1ym3,P9WPJ9,4.2.1.1,carbonic anhydrase
4adm,P9WN93,4.2.1.2,fumarate hydratase
3c8g,Q83Q96,4.2.1.2,fumarate hydratase
1l5j,P36683,4.2.1.3,aconitate hydratase
2b3y,P21399,4.2.1.3,aconitate hydratase
3snp,Q01059,4.2.1.3,aconitate hydratase
1c96,P20004,4.2.1.3,aconitate hydratase
3rr1,B2UCA8,4.2.1.6,galactonate dehydratase
4k8g,A4XF23,4.2.1.8,mannonate dehydratase
4eac,P24215,4.2.1.8,mannonate dehydratase
3bdk,A4VVI4,4.2.1.8,mannonate dehydratase
5swu,B0XRM8,4.2.1.10,3-dehydroquinate dehydratase
1sg6,P07547,4.2.1.10,3-dehydroquinate dehydratase
5swv,Q9P7R0,4.2.1.10,3-dehydroquinate dehydratase
2egz,O66440,4.2.1.10,3-dehydroquinate dehydratase
2ox1,O30011,4.2.1.10,3-dehydroquinate dehydratase
3o1n,P58687,4.2.1.10,3-dehydroquinate dehydratase
1sfl,Q6GII7,4.2.1.10,3-dehydroquinate dehydratase
3l9c,Q8DUW4,4.2.1.10,3-dehydroquinate dehydratase
4v0s,P9WPX7,4.2.1.10,3-dehydroquinate dehydratase
3lwz,Q8ZAX1,4.2.1.10,3-dehydroquinate dehydratase
2o7s,Q9SQT8,4.2.1.10,3-dehydroquinate dehydratase
5nig,P06733,4.2.1.11,phosphopyruvate hydratase
2akz,P09104,4.2.1.11,phosphopyruvate hydratase
5duf,P9WNP1,4.2.1.17,enoyl-CoA hydratase
1zcj,P07896,4.2.1.17,enoyl-CoA hydratase
1wdk,P28793,4.2.1.17,enoyl-CoA hydratase
2wtb,Q9ZPI5,4.2.1.17,enoyl-CoA hydratase
5ekw,O23346,4.2.1.19,imidazoleglycerol-phosphate dehydratase
2fpr,Q9S5G5,4.2.1.19,imidazoleglycerol-phosphate dehydratase
5dnl,P58880,4.2.1.19,imidazoleglycerol-phosphate dehydratase
2ae8,P64373,4.2.1.19,imidazoleglycerol-phosphate dehydratase
3tha,Q9PIF1,4.2.1.20,tryptophan synthase
5kmy,Q5X5Q1,4.2.1.20,tryptophan synthase
1rd5,P42390,4.2.1.20,tryptophan synthase
5tch,P9WFY1,4.2.1.20,tryptophan synthase
5cgq,P00929,4.2.1.20,tryptophan synthase
5kin,Q97P33,4.2.1.20,tryptophan synthase
1ujp,P16608,4.2.1.20,tryptophan synthase
6am7,Q8U093,4.2.1.20,tryptophan synthase
6hte,Q97TX6,4.2.1.20,tryptophan synthase
4neg,Q81TL8,4.2.1.20,tryptophan synthase
5tch,P9WFX9,4.2.1.20,tryptophan synthase
5cgq,P0A2K1,4.2.1.20,tryptophan synthase
5kin,Q97P32,4.2.1.20,tryptophan synthase
4uuu,P35520,4.2.1.22,cystathionine beta-synthase
6c2z,P32582,4.2.1.22,cystathionine beta-synthase
1wkv,Q9YBL2,4.2.1.22,cystathionine beta-synthase
1pv8,P13716,4.2.1.24,porphobilinogen synthase
1w5q,Q59643,4.2.1.24,porphobilinogen synthase
4kp1,P81291,4.2.1.31,maleate hydratase
3vba,Q58673,4.2.1.31,maleate hydratase
4kp1,P81291,4.2.1.33,3-isopropylmalate dehydratase
3vba,Q58673,4.2.1.33,3-isopropylmalate dehydratase
3h5j,P9WK95,4.2.1.33,3-isopropylmalate dehydratase
4kp1,P81291,4.2.1.35,(R)-2-methylmalate dehydratase
3vba,Q58673,4.2.1.35,(R)-2-methylmalate dehydratase
4ur7,Q8UB77,4.2.1.41,5-dehydro-4-deoxyglucarate dehydratase
3laz,P39829,4.2.1.42,galactarate dehydratase
3fkr,Q1JUQ0,4.2.1.43,2-dehydro-3-deoxy-L-arabinonate dehydratase
3cny,Q88S37,4.2.1.44,myo-inosose-2 dehydratase
1wvg,P26397,4.2.1.45,"CDP-glucose 4,6-dehydratase"
1bxk,P27830,4.2.1.46,"dTDP-glucose 4,6-dehydratase"
1db3,P0AC88,4.2.1.47,"GDP-mannose 4,6-dehydratase"
1n7h,P93031,4.2.1.47,"GDP-mannose 4,6-dehydratase"
6gpk,O60547,4.2.1.47,"GDP-mannose 4,6-dehydratase"
1uwk,P25080,4.2.1.49,urocanate hydratase
5vht,P0A9J8,4.2.1.51,prephenate dehydratase
3kbr,Q01269,4.2.1.51,prephenate dehydratase
3wew,O53664,4.2.1.55,3-hydroxybutyryl-CoA dehydratase
2c2i,P9WNP3,4.2.1.55,3-hydroxybutyryl-CoA dehydratase
5hd6,Q8ZG80,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
2gll,O25928,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
5buw,Q8ZH57,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
2uv8,P07149,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
6nna,P49327,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
2png,P12785,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
3ir3,P86397,4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase
2hxt,Q8P3K2,4.2.1.68,L-fuconate dehydratase
3ks3,P00918,4.2.1.69,cyanamide hydratase
4gim,P33025,4.2.1.70,pseudouridylate synthase
1vkm,Q9X1H5,4.2.1.70,pseudouridylate synthase
1jr2,P10746,4.2.1.75,uroporphyrinogen-III synthase
4es6,P48246,4.2.1.75,uroporphyrinogen-III synthase
5non,Q67A25,4.2.1.78,(S)-norcoclaurine synthase
2wqt,P77608,4.2.1.80,2-oxopent-4-enoate hydratase
5cgz,Q88JX8,4.2.1.83,4-oxalmesaconate hydratase
4ob0,Q7SID2,4.2.1.84,nitrile hydratase
3a8g,P13448,4.2.1.84,nitrile hydratase
4ob0,Q7SID3,4.2.1.84,nitrile hydratase
3a8g,P13449,4.2.1.84,nitrile hydratase
3kbr,Q01269,4.2.1.91,arogenate dehydratase
3dsk,Q96242,4.2.1.92,hydroperoxide dehydratase
1idp,P56221,4.2.1.94,scytalone dehydratase
4wil,Q9CZL5,4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase
1l5j,P36683,4.2.1.99,2-methylisocitrate dehydratase
1dw9,P00816,4.2.1.104,cyanase
1s9c,P51659,4.2.1.107,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase"
1gz6,P97852,4.2.1.107,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase"
5by5,Q1GNW6,4.2.1.108,ectoine synthase
2irp,O67788,4.2.1.109,methylthioribulose 1-phosphate dehydratase
4m6r,Q96GX9,4.2.1.109,methylthioribulose 1-phosphate dehydratase
4a7k,P84193,4.2.1.110,aldos-2-ulose dehydratase
2e7z,Q71EW5,4.2.1.112,acetylene hydratase
3caw,Q6MQC7,4.2.1.113,o-succinylbenzoate synthase
2pge,Q6ARP5,4.2.1.113,o-succinylbenzoate synthase
1r6w,P29208,4.2.1.113,o-succinylbenzoate synthase
1wue,Q838J7,4.2.1.113,o-succinylbenzoate synthase
2okt,A0A0H2WWB5,4.2.1.113,o-succinylbenzoate synthase
2qvh,Q47Q21,4.2.1.113,o-succinylbenzoate synthase
2ozt,Q8DJP8,4.2.1.113,o-succinylbenzoate synthase
1sjd,Q44244,4.2.1.113,o-succinylbenzoate synthase
1r0m,Q9RYA6,4.2.1.113,o-succinylbenzoate synthase
2gn4,O25511,4.2.1.115,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
3dx5,Q81RQ4,4.2.1.118,3-dehydroshikimate dehydratase
3oml,Q9VXJ0,4.2.1.119,enoyl-CoA hydratase 2
1s9c,P51659,4.2.1.119,enoyl-CoA hydratase 2
1gz6,P97852,4.2.1.119,enoyl-CoA hydratase 2
2et6,P22414,4.2.1.119,enoyl-CoA hydratase 2
3wew,O53664,4.2.1.119,enoyl-CoA hydratase 2
3khp,I6YBZ8,4.2.1.119,enoyl-CoA hydratase 2
2c2i,P9WNP3,4.2.1.119,enoyl-CoA hydratase 2
1iq6,O32472,4.2.1.119,enoyl-CoA hydratase 2
1u8v,P55792,4.2.1.120,4-hydroxybutanoyl-CoA dehydratase
2sqc,P33247,4.2.1.129,squalene--hopanol cyclase
4qyt,Q10356,4.2.1.130,D-lactate dehydratase
1n57,P31658,4.2.1.130,D-lactate dehydratase
4lru,Q5AF03,4.2.1.130,D-lactate dehydratase
3rpz,P94368,4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
2r3b,Q833Y3,4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
3k5w,P56176,4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
3rss,Q9X024,4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
2q18,Q97UA0,4.2.1.141,2-dehydro-3-deoxy-D-arabinonate dehydratase
1b9h,O52552,4.2.1.144,3-amino-5-hydroxybenzoate synthase
1y60,Q9FA38,4.2.1.147,"5,6,7,8-tetrahydromethanopterin hydro-lyase"
4e3e,A9WC34,4.2.1.148,2-methylfumaryl-CoA hydratase
5z7r,P52046,4.2.1.150,short-chain-enoyl-CoA hydratase
2nxo,Q9L0T8,4.2.1.151,chorismate dehydratase
2hi4,P05177,4.2.1.152,hydroperoxy icosatetraenoate dehydratase
3b6h,Q16647,4.2.1.152,hydroperoxy icosatetraenoate dehydratase
1tuw,P39890,4.2.1.154,tetracenomycin F2 cyclase
4izd,Q5LLW6,4.2.1.155,methylthioacryloyl-CoA hydratase
3o3m,Q5U924,4.2.1.157,(R)-2-hydroxyisocaproyl-CoA dehydratase
3o3m,Q5U923,4.2.1.157,(R)-2-hydroxyisocaproyl-CoA dehydratase
3gd6,Q8EMJ9,4.2.1.158,galactarate dehydratase (D-threo-forming)
4j7h,O52793,4.2.1.159,"dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase"
1lxm,Q53591,4.2.2.1,hyaluronate lyase
4d0q,Q54873,4.2.2.1,hyaluronate lyase
1pxz,P81294,4.2.2.2,pectate lyase
1pe9,P0C1A2,4.2.2.2,pectate lyase
1ru4,P0C1A7,4.2.2.2,pectate lyase
5amv,P39116,4.2.2.2,pectate lyase
4ozw,Q06749,4.2.2.3,mannuronate-specific alginate lyase
4ozx,Q59478,4.2.2.3,mannuronate-specific alginate lyase
1cb8,Q59288,4.2.2.5,chondroitin AC lyase
3e7j,C6XZB6,4.2.2.7,heparin lyase
3e7j,C6XZB6,4.2.2.8,heparin-sulfate lyase
4fnv,Q89YR9,4.2.2.8,heparin-sulfate lyase
1qcx,Q00205,4.2.2.10,pectin lyase
1x1i,Q9AQS0,4.2.2.12,xanthan lyase
1ofl,Q46079,4.2.2.19,chondroitin B lyase
1hn0,P59807,4.2.2.20,chondroitin-sulfate-ABC endolyase
2q1f,C5G6D7,4.2.2.21,chondroitin-sulfate-ABC exolyase
3zsc,Q9WYR4,4.2.2.22,pectate trisaccharide-lyase
1nkg,Q00019,4.2.2.23,rhamnogalacturonan endolyase
2zux,O31526,4.2.2.23,rhamnogalacturonan endolyase
4ok4,Q21FJ0,4.2.2.26,oligo-alginate lyase
1e5x,Q9S7B5,4.2.3.1,threonine synthase
1vb3,P00934,4.2.3.1,threonine synthase
1kl7,P16120,4.2.3.1,threonine synthase
1b93,P0A731,4.2.3.3,methylglyoxal synthase
5swu,B0XRM8,4.2.3.4,3-dehydroquinate synthase
1sg6,P07547,4.2.3.4,3-dehydroquinate synthase
5swv,Q9P7R0,4.2.3.4,3-dehydroquinate synthase
3clh,P56081,4.2.3.4,3-dehydroquinate synthase
1xai,Q6GGU4,4.2.3.4,3-dehydroquinate synthase
1q1l,O66493,4.2.3.5,chorismate synthase
1um0,P56122,4.2.3.5,chorismate synthase
1r53,P28777,4.2.3.5,chorismate synthase
1yyq,P13513,4.2.3.6,trichodiene synthase
4kwd,Q9UR08,4.2.3.9,aristolochene synthase
2g64,O02058,4.2.3.12,6-pyruvoyltetrahydropterin synthase
5jo7,Q39978,4.2.3.21,vetispiradiene synthase
5dz2,Q9X839,4.2.3.22,germacradienol synthase
5nx5,D5SL78,4.2.3.26,R-linalool synthase
3kb9,Q9K499,4.2.3.37,epi-isozizaene synthase
3sdr,O81086,4.2.3.38,alpha-bisabolene synthase
5ero,A2PZA5,4.2.3.43,"fusicocca-2,10(14)-diene synthase"
3dbg,Q9K498,4.2.3.47,beta-farnesene synthase
5il3,Q40577,4.2.3.61,5-epiaristolochene synthase
5dz2,Q9X839,4.2.3.75,(-)-germacrene D synthase
5c05,A0A0M3Q1Q3,4.2.3.114,gamma-terpinene synthase
5c05,A0A0M3Q1Q3,4.2.3.115,alpha-terpinene synthase
3v1v,Q9F1Y6,4.2.3.118,2-methylisoborneol synthase
2gru,Q9S5E2,4.2.3.124,2-deoxy-scyllo-inosose synthase
4omh,C9K1X5,4.2.3.146,cyclooctat-9-en-7-ol synthase
5tpr,Q3M6C3,4.2.3.154,demethyl-4-deoxygadusol synthase
4okm,B5HDJ6,4.2.3.181,"selina-4(15),7(11)-diene synthase"
4mc3,E4MYY0,4.2.3.187,"(2Z,6E)-hedycaryol synthase"
1xqo,Q8ZVK6,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
1xg7,Q8U2D5,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
4kli,P06746,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
3v7j,P06766,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
2end,P04418,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
1k3x,P50465,4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
